INSEE_COM;INSEE_DEP;NOM_COM_M;PrixMoyen_M2
8141;8;DOMMERY;0
8243;8;LALOBBE;0
8419;8;SIGNY L ABBAYE;0
8382;8;SAINT JEAN AUX BOIS;0
8369;8;ROMAGNE;0
8307;8;MONTMEILLANT;0
8465;8;VAUX LES RUBIGNY;0
8372;8;RUBIGNY;0
8366;8;ROCQUIGNY;0
2181;2;CHERY LES ROZOY;460
2666;2;ROZOY SUR SERRE;751
2660;2;ROUVROY SUR SERRE;0
2634;2;RAILLIMONT;0
2433;2;LISLET;0
2266;2;DOLIGNON;0
2819;2;VINCY REUIL ET MAGNY;0
2723;2;SOIZE;438
2678;2;SAINTE GENEVIEVE;0
2502;2;MONTCORNET;920
2160;2;CHAOURSE;954
2004;2;AGNICOURT ET SECHELLES;1266
2737;2;TAVAUX ET PONTSERICOURT;945
2513;2;MONTIGNY LE FRANC;828
2274;2;EBOULEAU;1433
2248;2;CUIRIEUX;0
2689;2;SAINT PIERREMONT;1293
2545;2;NEUVILLE BOSMONT;623
2039;2;AUTREMENCOURT;1762
2827;2;VOYENNE;879
2745;2;TOULIS ET ATTENCOURT;0
2338;2;FROIDMONT COHARTILLE;706
2283;2;ERLON;898
2261;2;DERCY;811
2529;2;MORTIERS;1091
2306;2;FERTE CHEVRESIS;791
2237;2;CRECY SUR SERRE;944
2027;2;ASSIS SUR SERRE;0
2617;2;POUILLY SUR SERRE;774
2591;2;PARGNY LES BOIS;734
2517;2;MONTIGNY SUR CRECY;999
2480;2;MESBRECOURT RICHECOURT;762
2222;2;COURBES;0
2640;2;RENANSART;0
2638;2;REMIES;1124
2560;2;NOUVION LE COMTE;731
2559;2;NOUVION ET CATILLON;0
2473;2;MAYOT;618
2124;2;BRISSY HAMEGICOURT;809
2123;2;BRISSAY CHOIGNY;1194
2017;2;ANGUILCOURT LE SART;719
2002;2;ACHERY;1377
2474;2;MENNESSIS;1380
2446;2;LY FONTAINE;461
2431;2;LIEZ;1112
2345;2;GIBERCOURT;777
2775;2;VENDEUIL;1038
2746;2;TRAVECY;1373
2639;2;REMIGNY;936
2397;2;JUSSY;1307
2336;2;FRIERES FAILLOUEL;1378
2315;2;FLAVY LE MARTEL;1182
2504;2;MONTESCOURT LIZEROLLES;1100
2246;2;CUGNY;1139
2056;2;BEAUMONT EN BEINE;0
2019;2;ANNOIS;906
80144;80;BROUCHY;1431
60693;60;VILLESELVE;1151
2726;2;SOMMETTE EAUCOURT;0
2570;2;OLLEZY;0
80579;80;MUILLE VILLETTE;1561
80284;80;ESMERY HALLON;1241
80274;80;EPPEVILLE;1015
60502;60;PLESSIS PATTE D OIE;0
60278;60;GOLANCOURT;674
60236;60;FLAVY LE MELDEUX;916
80576;80;MOYENCOURT;1217
80279;80;ERCHEU;1007
80224;80;CRESSY OMENCOURT;540
80158;80;BUVERCHY;0
80139;80;BREUIL;1835
60474;60;OGNOLLES;0
60362;60;LIBERMONT;893
80669;80;RETHONVILLERS;1542
80508;80;MARCHE ALLOUARDE;954
80393;80;GRUNY;1048
80185;80;CHAMPIEN;1348
80176;80;CARREPUIS;1141
80105;80;BILLANCOURT;982
80103;80;BIARRE;0
80053;80;BALATRE;0
60621;60;SOLENTE;1519
80803;80;VILLERS LES ROYE;0
80708;80;SAINT MARD;1304
80685;80;ROYE;1170
80383;80;GOYENCOURT;0
80359;80;FRESNOY LES ROYE;856
80232;80;DAMERY;1192
80822;80;WARSY;1143
80395;80;GUERBIGNY;1020
80278;80;ERCHES;1698
80263;80;ECHELLE SAINT AURIN;1250
80031;80;ARVILLERS;899
80023;80;ANDECHY;476
80386;80;GRATIBUS;0
80236;80;DAVENESCOURT;1344
80125;80;BOUSSICOURT;0
80074;80;BECQUIGNY;1687
80729;80;SAUVILLERS MONGIVAL;1323
80504;80;MALPART;0
80390;80;GRIVESNES;1136
80132;80;BRACHES;944
80121;80;BOUILLANCOURT LA BATAILLE;0
80037;80;AUBVILLERS;1000
80758;80;THORY;0
80740;80;SOURDON;1294
80499;80;MAILLY RAINEVAL;1370
80494;80;LOUVRECHY;1256
80283;80;ESCLAINVILLERS;0
80193;80;CHIRMONT;959
80469;80;LAWARDE MAUGER L HORTOY;1250
80407;80;HALLIVILLERS;1189
80299;80;FALOISE;1453
80188;80;CHAUSSOY EPAGNY;1819
80010;80;AILLY SUR NOYE;1596
80675;80;ROGY;0
80349;80;FRANSURES;0
80315;80;FLERS SUR NOYE;2061
80114;80;BOSQUEL;1368
60283;60;GOUY LES GROSEILLERS;0
80558;80;MONSURES;1286
80317;80;FLEURY;1058
80079;80;BELLEUSE;0
60183;60;CROISSY SUR CELLE;1023
80757;80;THOIX;0
80734;80;SENTELIE;1237
80219;80;COURCELLES SOUS THOIX;1231
80134;80;BRASSY;0
60472;60;OFFOY;859
60354;60;LAVERRIERE;604
80528;80;MEREAUCOURT;0
80402;80;GUIZANCOURT;0
80276;80;EQUENNES ERAMECOURT;1192
60194;60;DARGIES;1236
60193;60;DAMERAUCOURT;2061
80436;80;HESCAMPS;1562
60604;60;SARCUS;1084
60599;60;SAINT THIBAULT;762
60248;60;FOUILLOY;587
60205;60;ELENCOURT;0
60602;60;SAINT VALERY;0
60545;60;ROMESCAMPS;1163
60347;60;LANNOY CUILLERE;2077
60280;60;GOURCHELLES;1412
60001;60;ABANCOURT;1081
76372;76;ILLOIS;1134
76344;76;HAUDRICOURT;913
76186;76;CONTEVILLE;1233
76537;76;RONCHOIS;1135
76323;76;GRAVAL;0
76265;76;FLAMETS FRETILS;598
76065;76;BEAUSSAULT;1321
76649;76;SAINT SAIRE;1265
76465;76;NEUVILLE FERRIERES;1534
76459;76;NESLE HODENG;1490
76130;76;BOUELLES;1420
76516;76;QUIEVRECOURT;1278
76415;76;MASSY;1359
76244;76;ESCLAVELLES;1149
76733;76;VENTES SAINT REMY;1068
76506;76;POMMEREVAL;1461
76417;76;MAUCOMBLE;1441
76147;76;BULLY;1543
76588;76;SAINT HELLIER;1516
76538;76;ROSAY;1004
76193;76;CRIQUE;1591
76070;76;BELLENCOMBRE;1005
76449;76;MONTREUIL EN CAUX;1628
76204;76;CROPUS;1292
76723;76;VASSONVILLE;1587
76654;76;SAINT VAAST DU VAL;1640
76574;76;SAINT DENIS SUR SCIE;1201
76153;76;CALLEVILLE LES DEUX EGLISES;1726
76096;76;BIVILLE LA BAIGNARDE;1230
76737;76;VIBEUF;1734
76373;76;IMBLEVILLE;1516
76274;76;FONTELAYE;1368
76072;76;BELLEVILLE EN CAUX;1674
76018;76;VAL DE SAANE;1673
76699;76;TORP MESNIL;1838
76491;76;OUVILLE L ABBAYE;1749
76387;76;LINDEBEUF;1723
76251;76;ETALLEVILLE;1557
76129;76;BOUDEVILLE;1700
76087;76;BERVILLE EN CAUX;1473
76006;76;AMFREVILLE LES CHAMPS;0
76757;76;YVECRIQUE;1338
76542;76;ROUTES;1257
76348;76;HAUTOT SAINT SULPICE;1867
76340;76;HARCANVILLE;1414
76219;76;DOUDEVILLE;1452
76023;76;ANVEVILLE;1324
76679;76;SOMMESNIL;0
76530;76;ROBERTOT;1445
76483;76;OHERVILLE;1631
76355;76;HERICOURT EN CAUX;1483
76339;76;HANOUARD;1583
76180;76;CLEUVILLE;1641
76161;76;CARVILLE POT DE FER;1434
76009;76;ANCOURTEVILLE SUR HERICOURT;1490
76692;76;THIOUVILLE;1563
76680;76;SORQUAINVILLE;1020
76529;76;RIVILLE;1954
76470;76;NORMANVILLE;1604
76091;76;BEUZEVILLE LA GUERARD;1871
76755;76;YPREVILLE BIVILLE;1259
76689;76;THIETREVILLE;1616
76688;76;THIERGEVILLE;1470
76386;76;LIMPIVILLE;1887
76213;76;DAUBEUF SERVILLE;1584
76076;76;BENARVILLE;1452
76706;76;TOURVILLE LES IFS;1818
76425;76;MENTHEVILLE;2113
76187;76;CONTREMOULINS;0
76068;76;BEC DE MORTAGNE;1416
76033;76;AUBERVILLE LA RENAULT;2086
76021;76;ANNOUVILLE VILMESNIL;1499
76726;76;VATTETOT SUR MER;1779
76669;76;SAUSSEUZEMARE EN CAUX;1715
76406;76;MANIQUERVILLE;1695
76390;76;LOGES;1907
76300;76;GERVILLE;1507
76291;76;FROBERVILLE;1778
76268;76;FONGUEUSEMARE;1561
76240;76;EPREVILLE;1749
76693;76;TILLEUL;2159
76501;76;PIERREFIQUES;1518
76254;76;ETRETAT;2626
76206;76;CUVERVILLE;1946
76117;76;BORDEAUX SAINT CLAIR;1958
76079;76;BENOUVILLE;2300
76508;76;POTERIE CAP D ANTIFER;2321
50342;50;MONTFARVILLE;1572
50030;50;BARFLEUR;2589
50196;50;GATTEVILLE LE PHARE;1891
50598;50;TOCQUEVILLE;1351
50633;50;VICEL;1571
50013;50;ANNEVILLE EN SAIRE;1519
50469;50;SAINTE GENEVIEVE;0
50613;50;VALCANVILLE;1444
50618;50;VAROUVILLE;1696
50135;50;CLITOURPS;1780
50596;50;THEVILLE;1176
50539;50;SAINT PIERRE EGLISE;1479
50178;50;FERMANVILLE;1702
50096;50;CANTELOUP;522
50077;50;BRETTEVILLE;1983
50101;50;CARNEVILLE;1828
50296;50;MAUPERTUS SUR MER;2218
50209;50;GONNEVILLE LE THEIL;1607
50129;50;CHERBOURG EN COTENTIN;1749
50382;50;NOUAINVILLE;1469
50041;50;HAGUE;1766
8275;8;MARGNY;0
8223;8;HERBEUVAL;1195
55077;55;BREUX;1114
8293;8;MOIRY;0
8399;8;SAPOGNE SUR MARCHE;987
8347;8;PUILLY ET CHARBEAUX;0
8029;8;AUFLANCE;1729
8184;8;FROMY;0
8485;8;VILLY;0
8376;8;SAILLY;0
8255;8;LINAY;0
8138;8;DEUX VILLES;0
8067;8;BLAGNY;1020
8090;8;CARIGNAN;986
8444;8;TETAIGNE;0
8466;8;VAUX LES MOUZON;0
8159;8;EUILLY ET LOMBUT;0
8357;8;REMILLY AILLICOURT;0
8477;8;VILLERS DEVANT MOUZON;0
8034;8;AUTRECOURT ET POURRON;0
8211;8;HARAUCOURT;1126
8088;8;BULSON;0
8013;8;ANGECOURT;862
8445;8;THELONNE;1348
8334;8;OMICOURT;0
8115;8;CHEMERY CHEHERY;0
8377;8;SAINT AIGNAN;971
8469;8;VENDRESSE;0
8478;8;VILLERS LE TILLEUL;0
8400;8;SAPOGNE ET FEUCHERES;1275
8228;8;HORGNE;0
8422;8;SINGLY;0
8341;8;POIX TERRON;0
8352;8;RAILLICOURT;0
8305;8;MONTIGNY SUR VENCE;0
8283;8;MAZERNY;0
8205;8;HAGNICOURT;0
8479;8;VILLERS LE TOURNEUR;0
8324;8;NEUVIZY;0
8248;8;LAUNOIS SUR VENCE;1349
8472;8;VIEL SAINT REMY;0
8496;8;WAGNON;0
8323;8;NEUVILLE LES WASIGNY;0
8499;8;WASIGNY;0
8288;8;MESMONT;0
8196;8;GRANDCHAMP;0
8143;8;DOUMELY BEGNY;0
8192;8;GIVRON;0
8146;8;DRAIZE;0
8113;8;CHAUMONT PORCIEN;0
8413;8;SERAINCOURT;673
8360;8;RENNEVILLE;0
8178;8;FRAILLICOURT;0
2069;2;BERLISE;495
2743;2;THUEL;847
2556;2;NOIRCOURT;0
2264;2;DIZY LE GROS;990
8418;8;SEVIGNY WALEPPE;1152
2519;2;MONTLOUE;1061
2200;2;CLERMONT LES FERMES;0
2133;2;BUCY LES PIERREPONT;912
2097;2;BONCOURT;722
2802;2;VILLE AUX BOIS LES DIZY;891
2690;2;SAINTE PREUVE;854
2448;2;MACHECOURT;982
2350;2;GOUDELANCOURT LES PIERREPONT;2117
2189;2;CHIVRES EN LAONNOIS;1185
2353;2;GRANDLUP ET FAY;1038
2790;2;VESLES ET CAUMONT;971
2600;2;PIERREPONT;936
2486;2;MISSY LES PIERREPONT;0
2156;2;CHALANDRY;1222
2048;2;BARENTON SUR SERRE;0
2047;2;BARENTON CEL;0
2046;2;BARENTON BUGNY;1068
2787;2;VERNEUIL SUR SERRE;525
2493;2;MONCEAU LE WAAST;1096
2180;2;CHERY LES POUILLY;1014
2037;2;AULNOIS SOUS LAON;1310
2821;2;VIVAISE;1234
2231;2;COUVRON ET AUMENCOURT;1172
2492;2;MONCEAU LES LEUPS;0
2335;2;FRESSANCOURT;1298
2304;2;FERE;755
2262;2;DEUILLET;1227
2260;2;DANIZY;884
2165;2;CHARMES;838
2074;2;BERTAUCOURT EPOURDON;1169
2016;2;ANDELAIN;0
2788;2;VERSIGNY;1068
2651;2;ROGECOURT;0
2212;2;CONDREN;903
2059;2;BEAUTOR;918
2738;2;TERGNIER;979
2820;2;VIRY NOUREUIL;1190
2807;2;VILLEQUIER AUMONT;1162
2362;2;GUIVRY;858
2207;2;COMMENCHON;0
2145;2;CAUMONT;1323
2081;2;BETHANCOURT EN VAUX;1699
60062;60;BERLANCOURT;1520
60052;60;BEAUGIES SOUS BOIS;848
2754;2;UGNY LE GAY;1267
2546;2;NEUVILLE EN BEINE;1503
60519;60;QUESMY;1436
60443;60;MUIRANCOURT;1282
60389;60;MAUCOURT;871
60291;60;GUISCARD;1231
60255;60;FRENICHES;1179
60263;60;FRETOY LE CHATEAU;1383
60204;60;ECUVILLY;1057
60132;60;CATIGNY;1561
60121;60;CAMPAGNE;1245
60117;60;BUSSY;1204
60053;60;BEAULIEU LES FONTAINES;1327
80790;80;VERPILLIERES;0
80676;80;ROIGLISE;1052
60381;60;MARGNY AUX CERISES;1300
60035;60;AVRICOURT;0
60011;60;AMY;2221
80759;80;TILLOLOY;1633
80467;80;LAUCOURT;1188
80233;80;DANCOURT POPINCOURT;829
80101;80;BEUVRAIGNES;1196
60174;60;CRAPEAUMESNIL;1094
80517;80;MARQUIVILLERS;1080
80478;80;LIGNIERES;1386
80453;80;LABOISSIERE EN SANTERRE;1189
80391;80;GRIVILLERS;0
80306;80;FESCAMPS;1396
80152;80;BUS LA MESIERE;0
80027;80;ARMANCOURT;0
80561;80;MONTDIDIER;1371
80311;80;FIGNIERES;1667
80302;80;FAVEROLLES;2230
80293;80;ETELFAY;1327
80220;80;COURTEMANCHE;0
80049;80;AYENCOURT;1645
80805;80;VILLERS TOURNELLE;1529
80541;80;MESNIL SAINT GEORGES;1392
80511;80;MARESTMONTIERS;1187
80326;80;FONTAINE SOUS MONTDIDIER;957
80174;80;CARDONNOIS;1467
80170;80;CANTIGNY;0
60111;60;BROYES;1000
80657;80;QUIRY LE SEC;1036
80214;80;COULLEMELLE;1175
60627;60;TARTIGNY;1062
60615;60;SEREVILLERS;1510
60544;60;ROCQUENCOURT;0
80321;80;FOLLEVILLE;998
60555;60;ROUVROY LES MERLES;0
60486;60;PAILLART;1708
60221;60;ESQUENNOY;874
60104;60;BRETEUIL;1403
60692;60;VILLERS VICOMTE;1133
60237;60;FLECHY;0
60163;60;CORMEILLES;1474
60082;60;BONNEUIL LES EAUX;1343
60075;60;BLANCFOSSE;1067
60608;60;SAULCHOY;1001
60353;60;LAVACQUERIE;976
60267;60;GALLET;1130
60240;60;FONTAINE BONNELEAU;1312
60199;60;DOMELIERS;0
60131;60;CATHEUX;0
60622;60;SOMMEREUX;1198
60397;60;MESNIL CONTEVILLE;1707
60314;60;HETOMESNIL;1497
60297;60;HAMEL;2762
60161;60;CONTEVILLE;1036
60153;60;CHOQUEUSE LES BENARDS;1286
60051;60;BEAUDEDUIT;1683
60633;60;THIEULOY SAINT ANTOINE;1654
60605;60;SARNOIS;1395
60295;60;HALLOY;822
60289;60;GREZ;1859
60286;60;GRANDVILLIERS;1498
60136;60;CEMPUIS;1567
60108;60;BRIOT;1496
60303;60;HAUTBOS;1591
60233;60;FEUQUIERES;1179
60110;60;BROQUIERS;921
60109;60;BROMBOS;1532
60566;60;SAINT ARNOULT;2088
60407;60;MONCEAUX L ABBAYE;921
60405;60;MOLIENS;1342
60098;60;BOUVRESSE;1231
60076;60;BLARGIES;1410
76343;76;HAUCOURT;909
76199;76;CRIQUIERS;1169
76691;76;THIL RIBERPRE;2633
76295;76;GAILLEFONTAINE;1223
76185;76;COMPAINVILLE;1592
76672;76;SERQUEUX;1182
76432;76;MESNIL MAUGER;1242
76060;76;BEAUBEC LA ROSIERE;1873
76678;76;SOMMERY;1498
76578;76;SAINTE GENEVIEVE;986
76416;76;MATHONVILLE;1199
76269;76;FONTAINE EN BRAY;1923
76139;76;BRADIANCOURT;2011
76648;76;SAINT SAENS;1427
76621;76;SAINT MARTIN OSMONVILLE;1475
76461;76;NEUFBOSC;2011
76445;76;MONTEROLIER;1633
76126;76;BOSC MESNIL;1289
76328;76;GRIGNEUSEVILLE;2020
76188;76;COTTEVRARD;1765
76125;76;BOSC LE HARD;1800
76119;76;BOSC BERENGER;1545
76062;76;BEAUMONT LE HARENG;1233
76656;76;SAINT VICTOR L ABBAYE;1506
76290;76;FRICHEMESNIL;1649
76249;76;ETAIMPUIS;1870
76138;76;BRACQUETUIT;1933
76721;76;VARNEVILLE BRETTEVILLE;2398
76700;76;TOTES;1488
76628;76;SAINT OUEN DU BREUIL;1470
76602;76;SAINT MACLOU DE FOLLEVILLE;1634
76369;76;HOUSSAYE BERANGER;2089
76335;76;GUEUTTEVILLE;1857
76284;76;FRESNAY LE LONG;1882
76066;76;BEAUTOT;0
76668;76;SAUSSAY;1454
76370;76;HUGLEVILLE EN CAUX;1443
76234;76;EMANVILLE;2012
76227;76;ECTOT L AUBER;1715
76132;76;BOURDAINVILLE;1488
76086;76;BERTRIMONT;1837
76010;76;ANCRETIEVILLE SAINT VICTOR;1711
76752;76;YERVILLE;1569
76611;76;SAINT MARTIN AUX ARBRES;2603
76456;76;MOTTEVILLE;1459
76325;76;GREMONVILLE;1467
76264;76;FLAMANVILLE;1637
76198;76;CRIQUETOT SUR OUVILLE;1667
76045;76;AUZOUVILLE L ESNEVAL;1844
76758;76;YVETOT;1871
76610;76;SAINTE MARIE DES CHAMPS;1722
76253;76;ETOUTTEVILLE;1611
76228;76;ECTOT LES BAONS;1379
76223;76;ECALLES ALIX;1735
76055;76;BAONS LE COMTE;1980
76718;76;VALLIQUERVILLE;1594
76531;76;ROCQUEFORT;1586
76347;76;HAUTOT LE VATOIS;2046
76236;76;ENVRONVILLE;1736
76225;76;ECRETTEVILLE LES BAONS;1700
76182;76;CLIPONVILLE;1429
76258;76;TERRES DE CAUX;1510
76181;76;CLEVILLE;1292
76751;76;YEBLERON;1495
76710;76;TREMAUVILLE;2500
76695;76;TOCQUEVILLE LES MURS;2139
76603;76;SAINT MACLOU LA BRIERE;1706
76543;76;ROUVILLE;1772
76342;76;HATTENVILLE;1528
76082;76;BERNIERES;1137
76725;76;VATTETOT SOUS BEAUMONT;1544
76317;76;GRAINVILLE YMAUVILLE;1741
76304;76;GONFREVILLE CAILLOT;1278
76143;76;BRETTEVILLE DU GRAND CAUX;1819
76141;76;BREAUTE;1620
76012;76;ANGERVILLE BAILLEUL;1368
76734;76;VERGETOT;1828
76650;76;SAINT SAUVEUR D EMALLEVILLE;1848
76408;76;MANNEVILLE LA GOUPIL;1864
76302;76;GODERVILLE;2016
76224;76;ECRAINVILLE;1711
76118;76;BORNAMBUSC;1434
76741;76;VILLAINVILLE;1512
76716;76;TURRETOT;1884
76609;76;SAINTE MARIE AU BOSC;2027
76307;76;GONNEVILLE LA MALLET;2154
76196;76;CRIQUETOT L ESNEVAL;2225
76064;76;BEAUREPAIRE;1719
76017;76;ANGLESQUEVILLE L ESNEVAL;2243
76595;76;SAINT JOUIN BRUNEVAL;2010
76361;76;HEUQUEVILLE;2178
50433;50;REVILLE;1985
50562;50;SAINT VAAST LA HOUGUE;1897
50395;50;PERNELLE;1282
50619;50;VAST;1263
50086;50;BRILLEVAST;1895
50593;50;TEURTHEVILLE BOCAGE;1090
50305;50;MESNIL AU VAL;2065
50162;50;DIGOSVILLE;1892
50567;50;SAUSSEMESNIL;1476
50599;50;TOLLEVAST;2084
50230;50;HARDINVAST;1883
50294;50;MARTINVAST;1987
50575;50;SIDEVILLE;1755
50594;50;TEURTHEVILLE HAGUE;1956
50643;50;VIRANDEVILLE;1820
50238;50;HEAUVILLE;1531
50576;50;SIOUVILLE HAGUE;1848
54493;54;SAULNES;1516
54321;54;LONGLAVILLE;1795
54382;54;MONT SAINT MARTIN;1685
54323;54;LONGWY;1355
54261;54;HERSERANGE;1324
54138;54;COSNES ET ROMAIN;2111
54572;54;VILLE HOUDLEMONT;2056
54485;54;SAINT PANCRE;721
54234;54;GORCY;1919
55169;55;ECOUVIEZ;1289
55547;55;VERNEUIL PETIT;0
55546;55;VERNEUIL GRAND;0
55511;55;THONNELLE;0
55508;55;THONNE LA LONG;1239
55022;55;AVIOTH;0
8065;8;BIEVRES;0
8276;8;MARGUT;1194
8421;8;SIGNY MONTLIBERT;0
55510;55;THONNE LES PRES;0
55509;55;THONNE LE THIL;0
55110;55;CHAUVENCY SAINT HUBERT;1373
8168;8;FERTE SUR CHIERS;0
8269;8;MALANDRY;0
55391;55;OLIZY SUR CHIERS;1026
55377;55;NEPVANT;0
55323;55;MARTINCOURT SUR MEUSE;0
55275;55;LAMOUILLY;524
8252;8;LETANNE;0
55408;55;POUILLY SUR MEUSE;622
55362;55;MOULINS SAINT HUBERT;421
55250;55;INOR;0
55018;55;AUTREVILLE SAINT LAMBERT;0
8502;8;YONCQ;0
8311;8;MOUZON;1050
8268;8;MAISONCELLE ET VILLERS;0
8430;8;STONNE;0
8354;8;RAUCOURT ET FLABA;0
8063;8;BESACE;0
8317;8;NEUVILLE MAIRE;0
8023;8;ARTAISE LE VIVIER;0
8300;8;MONT DIEU;0
8405;8;SAUVILLE;0
8335;8;OMONT;0
8374;8;SABOTTERIE;0
8278;8;MARQUIGNY;0
8238;8;JONVAL;0
8204;8;GUINCOURT;0
8095;8;CHAGNY;0
8080;8;BOUVELLEMONT;0
8041;8;BAALONS;0
8387;8;SAINT LOUP TERRIER;0
8348;8;PUISEUX;0
8500;8;WIGNICOURT;0
8467;8;VAUX MONTREUIL;0
8117;8;CHESNOIS AUBONCOURT;0
8132;8;CORNY MACHEROMENIL;844
8163;8;FAISSAULT;0
8402;8;SAULCES MONCLIN;1121
8027;8;AUBONCOURT VAUZELLES;0
8427;8;SORBON;1122
8415;8;SERY;351
8329;8;NOVION PORCIEN;0
8021;8;ARNICOURT;1380
8240;8;JUSTINE HERBIGNY;0
8102;8;CHAPPES;0
8426;8;SON;0
8234;8;INAUMONT;946
8219;8;HAUTEVILLE;0
8150;8;ECLY;0
8356;8;REMAUCOURT;0
8380;8;SAINT FERGEUX;1231
8210;8;HANNOGNE SAINT REMY;0
8046;8;BANOGNE RECOUVRANCE;694
8396;8;SAINT QUENTIN LE PETIT;904
2705;2;SELVE;1216
2553;2;NIZY LE COMTE;0
2409;2;LAPPION;1158
2457;2;MARCHAIS;1202
2430;2;LIESSE NOTRE DAME;1084
2498;2;MONTAIGU;1397
2346;2;GIZY;1052
2697;2;SAMOUSSY;1305
2157;2;CHAMBRY;1398
2028;2;ATHIES SOUS LAON;1341
2408;2;LAON;1160
2151;2;CERNY LES BUCY;2083
2080;2;BESNY ET LOIZY;1103
2489;2;MOLINCHART;1246
2329;2;FOURDRAIN;1686
2238;2;CREPY;1261
2132;2;BUCY LES CERNY;1010
2122;2;BRIE;0
2707;2;SEPTVAUX;795
2685;2;SAINT NICOLAS AUX BOIS;947
2680;2;SAINT GOBAIN;1109
2049;2;BARISIS AUX BOIS;1028
2014;2;AMIGNY ROUY;1503
2719;2;SINCENY;1116
2716;2;SERVAIS;1385
2456;2;MANICAMP;960
2173;2;CHAUNY;1173
2086;2;BICHANCOURT;1144
2041;2;AUTREVILLE;1028
2001;2;ABBECOURT;880
2599;2;PIERREMANDE;832
2566;2;OGNES;1347
2461;2;MAREST DAMPCOURT;932
2139;2;CAILLOUEL CREPIGNY;1047
60410;60;MONDESCOURT;1210
60037;60;BABOEUF;1118
60021;60;APPILLY;1229
2631;2;QUIERZY;1483
2542;2;NEUFLIEUX;0
60603;60;SALENCY;1473
60471;60;NOYON;1364
60431;60;MORLINCOURT;1301
60287;60;GRANDRU;1126
60270;60;GENVRY;2396
60181;60;CRISOLLES;1666
60059;60;BEHERICOURT;1246
60657;60;VAUCHELLES;1392
60625;60;SUZOY;1365
60617;60;SERMAIZE;0
60511;60;PORQUERICOURT;1406
60348;60;LARBROYE;791
60340;60;LAGNY;549
60227;60;EVRICOURT;954
60192;60;CUY;1395
60055;60;BEAURAINS LES NOYON;1258
60499;60;PLESSIS DE ROYE;1450
60350;60;LASSIGNY;1833
60198;60;DIVES;1558
60124;60;CANDOR;1225
60558;60;ROYE SUR MATZ;1562
60329;60;LABERLIERE;900
60292;60;GURY;1646
60258;60;FRESNIERES;933
60160;60;CONCHY LES POTS;1635
60127;60;CANNY SUR MATZ;2025
60071;60;BIERMONT;1493
80678;80;ROLLOT;1535
80667;80;REMAUGIES;1356
80623;80;PIENNES ONVILLERS;1082
60483;60;ORVILLERS SOREL;2098
60434;60;MORTEMER;1611
60294;60;HAINVILLERS;2427
60093;60;BOULOGNE LA GRASSE;1441
80687;80;RUBESCOURT;0
80032;80;ASSAINVILLERS;0
60503;60;PLOYRON;1058
60276;60;GODENVILLERS;1496
60262;60;FRESTOY VAUX;1318
60200;60;DOMFRONT;1082
60168;60;COURCELLES EPAYELLES;1701
60702;60;WELLES PERENNES;1401
60564;60;SAINS MORAINVILLERS;1520
60556;60;ROYAUCOURT;1518
60232;60;FERRIERES;1772
60201;60;DOMPIERRE;1257
60179;60;CREVECOEUR LE PETIT;1489
60496;60;PLAINVILLE;1098
60436;60;MORY MONTCRUX;1510
60399;60;MESNIL SAINT FIRMIN;0
60311;60;HERELLE;1532
60268;60;GANNES;1267
60146;60;CHEPOIX;1076
60039;60;BACOUEL;1008
60017;60;ANSAUVILLERS;1275
60664;60;VENDEUIL CAPLY;771
60565;60;SAINT ANDRE FARIVILLERS;1113
60085;60;BONVILLERS;1299
60058;60;BEAUVOIR;0
60648;60;TROUSSENCOURT;0
60573;60;SAINTE EUSOYE;1534
60518;60;PUITS LA VALLEE;1636
60377;60;MAISONCELLE TUILERIE;1709
60299;60;HARDIVILLERS;1515
60182;60;CROCQ;1356
60485;60;OURSEL MAISON;1407
60673;60;VIEFVILLERS;1283
60253;60;FRANCASTEL;1538
60026;60;AUCHY LA MONTAGNE;2299
60549;60;ROTANGY;1415
60514;60;PREVILLERS;1154
60458;60;NEUVILLE SUR OUDEUIL;1635
60365;60;LIHUS;1389
60304;60;HAUTE EPINE;1283
60178;60;CREVECOEUR LE GRAND;1667
60588;60;SAINT MAUR;1890
60557;60;ROY BOISSY;1217
60550;60;ROTHOIS;1358
60387;60;MARSEILLE EN BEAUVAISIS;1916
60269;60;GAUDECHART;1226
60242;60;FONTAINE LAVAGANNE;1462
60629;60;THERINES;1821
60571;60;SAINT DENISCOURT;0
60476;60;OMECOURT;0
60435;60;MORVILLERS;2756
60371;60;LOUEUSE;589
60691;60;VILLERS VERMONT;1708
60596;60;SAINT SAMSON LA POTERIE;1070
60444;60;MUREAUMONT;1353
60312;60;HERICOURT SUR THERAIN;942
60244;60;FONTENAY TORCY;1589
60214;60;ERNEMONT BOUTAVENT;997
60122;60;CAMPEAUX;1349
76623;76;SAINT MICHEL D HALESCOURT;1129
76345;76;HAUSSEZ;1691
76332;76;GRUMESNIL;1158
76218;76;DOUDEAUVILLE;1904
60128;60;CANNY SUR THERAIN;1789
76666;76;SAUMONT LA POTERIE;1249
76505;76;POMMEREUX;745
76393;76;LONGMESNIL;0
76074;76;BELLIERE;1158
76544;76;ROUVRAY CATILLON;1165
76535;76;RONCHEROLLES EN BRAY;1481
76420;76;MAUQUENCHY;1550
76276;76;FORGES LES EAUX;1390
76261;76;FERTE SAINT SAMSON;1518
76121;76;BOSC EDELINE;1837
76120;76;BOSC BORDEL;2050
